,일시,광진구오존,광진구미세먼지,동대문구오존,동대문구미세먼지,성동구오존,성동구미세먼지,중랑구오존,중랑구미세먼지,광진구유동인구,동대문구유동인구,성동구유동인구,중랑구유동인구,강수량,겨울기온,풍속,겨울체감,여름기온,습도,여름체감,가입 수,확진자
349,2018-12-16,0.002,50.0,0.003,57.0,0.003,48.0,0.003,48.0,310851.0,152398.0,191643.0,66741.0,0.3,-2.4,6.5,-5.0,2.1,60.4,3.7,315.0,0.0
350,2018-12-17,0.008,66.0,0.013,72.0,0.008,68.0,0.01,66.0,464289.0,235370.0,403126.0,117767.0,0.3,-0.6,20.2,-6.0,5.9,33.0,6.2,321.0,0.0
351,2018-12-18,0.005,47.0,0.008,44.0,0.005,48.0,0.008,37.0,471108.0,237403.0,414228.0,119654.0,0.0,-2.5,7.9,-5.6,7.4,47.4,8.2,416.0,0.0
352,2018-12-19,0.004,53.0,0.008,48.0,0.005,51.0,0.007,46.0,479815.0,240144.0,417807.0,120530.0,0.0,2.7,13.0,-0.7,9.5,19.8,8.7,429.0,0.0
353,2018-12-20,0.003,54.0,0.004,55.0,0.004,58.0,0.005,49.0,511881.0,253764.0,442064.0,125737.0,0.0,0.1,7.6,-2.5,10.3,27.8,9.8,539.0,0.0
354,2018-12-21,0.002,71.0,0.003,73.0,0.002,77.0,0.003,63.0,533989.0,258516.0,432664.0,123852.0,0.0,0.4,7.6,-2.1,9.7,30.5,9.5,798.0,0.0
355,2018-12-22,0.005,84.0,0.009,82.0,0.006,86.0,0.007,80.0,447130.0,220022.0,291958.0,92498.0,0.0,4.6,9.4,2.3,12.4,27.1,11.7,636.0,0.0
356,2018-12-23,0.016,50.0,0.022,46.0,0.018,55.0,0.02,47.0,336585.0,161320.0,195759.0,65937.0,0.0,-1.9,22.3,-8.0,7.4,27.0,7.3,599.0,0.0
357,2018-12-24,0.009,21.0,0.016,18.0,0.011,25.0,0.012,19.0,490352.0,234422.0,381716.0,113230.0,0.0,-5.0,12.6,-10.0,3.1,21.9,3.4,338.0,0.0
358,2018-12-25,0.002,36.0,0.003,31.0,0.003,35.0,0.004,29.0,340473.0,164289.0,207379.0,66791.0,0.0,-3.5,7.9,-6.8,5.2,38.7,5.7,497.0,0.0
359,2018-12-26,0.012,44.0,0.015,44.0,0.012,53.0,0.015,40.0,473987.0,240043.0,396329.0,118269.0,0.0,-7.0,20.9,-14.2,3.0,71.6,5.0,338.0,0.0
360,2018-12-27,0.017,24.0,0.022,23.0,0.02,36.0,0.022,22.0,454315.0,216635.0,386626.0,113528.0,0.0,-11.7,24.1,-20.8,-6.5,19.1,-4.6,159.0,0.0
361,2018-12-28,0.011,30.0,0.016,32.0,0.015,42.0,0.015,28.0,473586.0,224127.0,389075.0,114266.0,0.0,-13.6,19.1,-22.2,-6.7,23.8,-4.9,150.0,0.0
362,2018-12-29,0.018,35.0,0.023,33.0,0.023,49.0,0.021,28.0,378634.0,187376.0,240934.0,79216.0,0.0,-10.4,14.8,-17.2,-3.0,20.6,-1.8,168.0,0.0
363,2018-12-30,0.008,29.0,0.013,30.0,0.014,35.0,0.011,27.0,290876.0,142730.0,176026.0,59025.0,0.0,-10.1,15.5,-17.0,-0.9,24.1,0.0,223.0,0.0
364,2018-12-31,0.004,41.0,0.007,48.0,0.005,54.0,0.007,44.0,442079.0,227224.0,338749.0,104203.0,0.0,-10.3,5.8,-13.8,-0.5,16.5,0.3,245.0,0.0
365,2019-01-01,0.011,35.0,0.016,35.0,0.016,44.0,0.014,34.0,242822.0,109805.0,138272.0,47363.0,0.0,-8.1,11.9,-13.6,-0.6,42.4,0.6,371.0,0.0
366,2019-01-02,0.007,32.0,0.013,31.0,0.011,40.0,0.01,29.0,436485.0,218377.0,367033.0,111222.0,0.0,-8.4,7.6,-12.4,0.2,21.7,0.9,295.0,0.0
367,2019-01-03,0.003,44.0,0.006,37.0,0.006,45.0,0.006,36.0,448831.0,227808.0,380877.0,114162.0,0.0,-8.2,9.0,-12.8,3.2,18.6,3.3,342.0,0.0
368,2019-01-04,0.002,59.0,0.003,59.0,0.003,72.0,0.003,51.0,477810.0,240630.0,392128.0,116232.0,0.0,-6.0,6.1,-9.0,4.1,39.8,4.8,352.0,0.0
369,2019-01-05,0.013,65.0,0.018,61.0,0.017,74.0,0.016,61.0,402341.0,198925.0,254499.0,83444.0,0.0,-4.6,17.3,-10.6,-0.2,79.7,2.1,389.0,0.0
370,2019-01-06,0.006,48.0,0.011,45.0,0.011,59.0,0.012,41.0,291389.0,148072.0,179771.0,61760.0,0.0,-6.1,8.6,-10.1,2.7,19.6,3.0,455.0,0.0
371,2019-01-07,0.006,57.0,0.01,53.0,0.007,65.0,0.007,50.0,442308.0,228605.0,379422.0,114853.0,0.0,-6.0,5.0,-8.4,3.1,34.0,3.7,345.0,0.0
372,2019-01-08,0.018,38.0,0.022,33.0,0.02,47.0,0.02,31.0,444457.0,228634.0,383835.0,114971.0,0.0,-5.2,27.4,-12.9,0.4,20.5,1.1,329.0,0.0
373,2019-01-09,0.008,51.0,0.009,45.0,0.009,61.0,0.01,42.0,443805.0,218576.0,382727.0,112851.0,0.0,-7.7,14.8,-13.9,1.3,18.6,1.8,305.0,0.0
374,2019-01-10,0.002,67.0,0.004,57.0,0.003,68.0,0.004,56.0,451721.0,231683.0,387625.0,115184.0,0.0,-4.0,11.2,-8.4,3.0,48.2,4.1,361.0,0.0
375,2019-01-11,0.004,72.0,0.004,71.0,0.006,86.0,0.007,63.0,482978.0,245113.0,397934.0,117494.0,0.0,-0.3,7.2,-2.8,7.2,41.3,7.7,462.0,0.0
376,2019-01-12,0.006,87.0,0.01,97.0,0.007,103.0,0.008,83.0,410627.0,209339.0,261159.0,87554.0,0.0,-0.6,6.5,-2.9,8.0,33.8,8.1,576.0,0.0
377,2019-01-13,0.009,106.0,0.013,114.0,0.013,116.0,0.011,106.0,302541.0,151187.0,186285.0,61870.0,0.0,-3.0,5.8,-5.4,7.6,24.2,7.3,534.0,0.0
378,2019-01-14,0.003,159.0,0.006,167.0,0.005,170.0,0.007,160.0,436575.0,220644.0,365840.0,113008.0,0.0,-1.9,5.8,-4.1,5.3,52.0,6.3,310.0,0.0
379,2019-01-15,0.016,129.0,0.024,127.0,0.022,153.0,0.02,119.0,443386.0,225908.0,379549.0,114639.0,0.0,-6.6,17.3,-13.1,2.4,73.7,4.5,303.0,0.0
380,2019-01-16,0.01,46.0,0.016,45.0,0.013,57.0,0.014,42.0,444450.0,225974.0,381345.0,114033.0,0.0,-10.0,12.2,-16.0,-1.1,22.4,-0.2,317.0,0.0
381,2019-01-17,0.01,39.0,0.014,37.0,0.011,52.0,0.012,34.0,452681.0,238392.0,387965.0,115860.0,0.0,-2.7,9.4,-6.4,4.0,19.7,4.1,386.0,0.0
382,2019-01-18,0.005,61.0,0.01,56.0,0.007,73.0,0.008,49.0,479595.0,249526.0,397248.0,117985.0,0.0,-4.2,7.6,-7.5,6.7,32.5,6.9,412.0,0.0
383,2019-01-19,0.005,96.0,0.008,90.0,0.007,106.0,0.007,89.0,407608.0,209496.0,260789.0,85797.0,0.0,0.1,7.6,-2.5,8.5,47.5,9.2,585.0,0.0
384,2019-01-20,0.023,64.0,0.027,59.0,0.027,78.0,0.024,56.0,307202.0,154245.0,181638.0,64293.0,0.0,-5.4,14.4,-10.9,4.0,74.9,6.1,453.0,0.0
385,2019-01-21,0.007,46.0,0.01,44.0,0.007,49.0,0.007,41.0,437997.0,227527.0,372414.0,113288.0,0.0,-5.6,12.6,-10.7,4.2,58.0,5.6,380.0,0.0
386,2019-01-22,0.007,69.0,0.01,63.0,0.008,78.0,0.008,59.0,442928.0,239892.0,383406.0,115912.0,0.0,-3.2,7.9,-6.5,7.1,43.1,7.7,526.0,0.0
387,2019-01-23,0.013,70.0,0.017,67.0,0.016,82.0,0.016,64.0,452111.0,240635.0,385697.0,115887.0,0.0,-0.5,15.1,-5.1,7.0,22.4,6.7,525.0,0.0
388,2019-01-24,0.006,42.0,0.013,38.0,0.009,50.0,0.01,37.0,455586.0,241719.0,388549.0,115636.0,0.0,-4.4,9.0,-8.3,6.5,14.3,5.9,527.0,0.0
389,2019-01-25,0.015,54.0,0.023,40.0,0.018,65.0,0.018,39.0,482613.0,254882.0,399988.0,118135.0,0.0,-3.4,17.3,-9.1,2.6,20.3,2.9,437.0,0.0
390,2019-01-26,0.021,40.0,0.025,38.0,0.024,50.0,0.023,36.0,411029.0,215276.0,269643.0,87386.0,0.0,-6.3,19.8,-13.2,2.3,22.2,2.7,484.0,0.0
391,2019-01-27,0.012,38.0,0.017,36.0,0.013,45.0,0.012,34.0,305321.0,160971.0,185586.0,63598.0,0.0,-6.6,7.6,-10.3,5.0,39.6,5.6,568.0,0.0
392,2019-01-28,0.02,90.0,0.024,73.0,0.024,104.0,0.022,69.0,440917.0,240676.0,378599.0,115117.0,0.0,-2.0,14.8,-6.8,2.9,72.2,4.9,419.0,0.0
393,2019-01-29,0.006,71.0,0.009,61.0,0.008,81.0,0.009,59.0,445696.0,243877.0,384596.0,115955.0,0.0,-5.6,8.6,-9.5,7.0,18.9,6.6,475.0,0.0
394,2019-01-30,0.005,66.0,0.008,57.0,0.006,74.0,0.007,59.0,452849.0,247939.0,391712.0,116562.0,0.0,-2.5,5.8,-4.8,6.6,44.5,7.3,544.0,0.0
395,2019-01-31,0.013,77.0,0.018,71.0,0.015,88.0,0.016,60.0,449170.0,243554.0,386728.0,116162.0,0.0,-5.6,19.4,-12.2,2.3,71.4,4.2,390.0,0.0
396,2019-02-01,0.011,38.0,0.015,41.0,0.012,47.0,0.011,36.0,465142.0,249065.0,379911.0,115723.0,0.3,-6.2,11.5,-11.2,2.8,36.0,3.5,334.0,0.0
397,2019-02-02,0.006,57.0,0.006,59.0,0.008,66.0,0.011,52.0,331161.0,199218.0,211500.0,73645.0,0.0,-3.1,8.3,-6.5,6.1,47.3,6.9,486.0,0.0
398,2019-02-03,0.017,44.0,0.014,37.0,0.018,43.0,0.017,34.0,223023.0,119848.0,134712.0,49374.0,16.0,2.7,17.3,-1.5,4.9,96.7,8.0,160.0,0.0
399,2019-02-04,0.022,68.0,0.025,76.0,0.029,79.0,0.023,68.0,186313.0,110529.0,110805.0,42647.0,0.0,-2.5,18.4,-8.1,2.1,85.2,4.7,496.0,0.0
400,2019-02-05,0.009,84.0,0.012,82.0,0.016,95.0,0.012,68.0,184047.0,87165.0,106598.0,46675.0,0.0,-3.5,7.9,-6.8,10.0,18.9,9.1,725.0,0.0
401,2019-02-06,0.012,93.0,0.014,93.0,0.014,104.0,0.01,83.0,256454.0,114885.0,145238.0,52877.0,0.0,0.2,8.6,-2.7,9.3,51.7,10.2,865.0,0.0
402,2019-02-07,0.024,57.0,0.027,59.0,0.028,69.0,0.027,55.0,431228.0,208984.0,353222.0,109494.0,0.5,-7.6,25.2,-15.7,6.3,81.9,8.7,437.0,0.0
403,2019-02-08,0.014,29.0,0.018,31.0,0.015,40.0,0.016,27.0,463633.0,221599.0,379223.0,114067.0,0.0,-9.6,20.5,-17.5,-1.3,18.3,-0.4,328.0,0.0
404,2019-02-09,0.022,32.0,0.026,34.0,0.026,41.0,0.024,30.0,387259.0,193140.0,250403.0,82823.0,0.0,-7.1,21.2,-14.4,-1.9,21.2,-0.9,376.0,0.0
405,2019-02-10,0.016,38.0,0.02,42.0,0.02,46.0,0.017,37.0,290734.0,139268.0,175340.0,61095.0,0.0,-9.0,8.3,-13.4,-1.9,24.4,-0.9,415.0,0.0
406,2019-02-11,0.02,35.0,0.024,36.0,0.024,47.0,0.018,35.0,452204.0,227725.0,380151.0,116975.0,0.0,-5.8,16.2,-11.8,2.0,20.9,2.4,431.0,0.0
407,2019-02-12,0.017,54.0,0.022,57.0,0.022,71.0,0.021,51.0,458392.0,231018.0,388799.0,117911.0,0.0,-2.5,11.5,-6.7,3.7,29.4,4.1,432.0,0.0
408,2019-02-13,0.021,35.0,0.023,35.0,0.023,47.0,0.024,32.0,463628.0,232832.0,393753.0,118494.0,0.0,-5.6,10.4,-10.1,2.5,16.6,2.7,385.0,0.0
409,2019-02-14,0.012,49.0,0.013,49.0,0.013,61.0,0.014,43.0,472694.0,236063.0,398060.0,120242.0,0.0,-5.8,5.8,-8.6,6.2,17.1,5.8,493.0,0.0
410,2019-02-15,0.012,36.0,0.015,36.0,0.024,45.0,0.012,36.0,491649.0,240572.0,407572.0,120507.0,2.2,-2.1,15.8,-7.2,0.7,92.8,3.6,290.0,0.0
411,2019-02-16,0.029,53.0,0.032,56.0,0.025,67.0,0.029,54.0,464733.0,214906.0,285088.0,93561.0,0.2,-5.0,16.9,-11.0,1.4,41.3,2.4,493.0,0.0
412,2019-02-17,0.021,36.0,0.027,34.0,0.029,40.0,0.021,33.0,326003.0,158201.0,193318.0,66539.0,0.0,-5.1,11.9,-10.0,4.6,23.8,4.7,693.0,0.0
413,2019-02-18,0.005,44.0,0.006,39.0,0.01,56.0,0.007,36.0,457424.0,229421.0,382043.0,117799.0,0.0,-3.9,7.6,-7.2,5.8,28.2,5.9,601.0,0.0
414,2019-02-19,0.007,40.0,0.009,40.0,0.006,54.0,0.007,39.0,450862.0,214401.0,387225.0,117632.0,4.6,0.9,13.0,-2.9,2.7,83.3,5.2,369.0,0.0
415,2019-02-20,0.022,59.0,0.025,59.0,0.022,74.0,0.024,55.0,469661.0,235374.0,398188.0,118970.0,0.0,0.6,16.2,-3.9,4.1,59.3,5.5,582.0,0.0
416,2019-02-21,0.01,78.0,0.013,80.0,0.012,88.0,0.013,75.0,475183.0,236845.0,406302.0,121463.0,0.0,-2.4,7.2,-5.3,9.0,33.4,9.0,666.0,0.0
417,2019-02-22,0.008,72.0,0.013,70.0,0.01,88.0,0.01,70.0,520205.0,249449.0,412154.0,121292.0,0.0,-1.1,6.8,-3.6,10.7,28.9,10.3,725.0,0.0
418,2019-02-23,0.013,56.0,0.015,49.0,0.017,63.0,0.016,43.0,445659.0,221439.0,295216.0,95083.0,0.0,0.6,7.9,-2.0,14.5,17.4,12.8,1636.0,0.0
419,2019-02-24,0.018,60.0,0.021,58.0,0.02,72.0,0.018,55.0,338580.0,162318.0,207017.0,68632.0,0.0,1.2,7.6,-1.2,13.7,22.1,12.5,1912.0,0.0
420,2019-02-25,0.016,85.0,0.022,79.0,0.019,97.0,0.018,82.0,464534.0,234431.0,387210.0,117953.0,0.0,1.5,13.0,-2.2,10.2,31.5,10.0,970.0,0.0
421,2019-02-26,0.01,57.0,0.014,51.0,0.011,65.0,0.014,49.0,476873.0,235840.0,403538.0,120157.0,0.0,-1.5,7.9,-4.5,12.0,16.6,10.6,1289.0,0.0
422,2019-02-27,0.013,67.0,0.018,60.0,0.012,91.0,0.012,59.0,477430.0,238752.0,396541.0,119651.0,0.0,4.9,7.6,3.1,14.0,26.1,13.0,1228.0,0.0
423,2019-02-28,0.018,91.0,0.023,85.0,0.019,101.0,0.021,82.0,501403.0,244698.0,406877.0,120745.0,0.0,2.3,7.9,0.0,12.8,27.1,12.0,1261.0,0.0
424,2019-03-01,0.021,117.0,0.033,114.0,0.027,132.0,0.024,108.0,379982.0,195779.0,243535.0,77466.0,0.0,1.7,9.7,-1.2,12.8,28.0,12.1,1518.0,0.0
425,2019-03-02,0.021,110.0,0.027,113.0,0.02,129.0,0.024,105.0,395198.0,198007.0,247954.0,83707.0,0.0,1.3,5.8,-0.5,14.7,22.1,13.3,1527.0,0.0
426,2019-03-03,0.024,100.0,0.033,105.0,0.029,116.0,0.027,94.0,317320.0,154349.0,193807.0,65688.0,0.0,2.6,7.2,0.6,16.1,15.9,14.0,1850.0,0.0
427,2019-03-04,0.021,149.0,0.035,155.0,0.025,174.0,0.027,140.0,475410.0,229869.0,413611.0,124977.0,0.0,6.7,14.4,3.9,16.1,21.6,14.5,1074.0,0.0
428,2019-03-05,0.032,183.0,0.037,186.0,0.034,198.0,0.028,180.0,473386.0,229264.0,415959.0,125302.0,0.0,5.7,13.3,2.9,12.7,45.5,13.1,701.0,0.0
429,2019-03-06,0.025,134.0,0.036,136.0,0.028,154.0,0.027,124.0,476687.0,231618.0,423847.0,124296.0,0.0,6.7,15.5,3.8,12.4,44.1,12.7,698.0,0.0
430,2019-03-07,0.03,53.0,0.038,47.0,0.032,63.0,0.027,46.0,493964.0,243385.0,428798.0,125786.0,0.0,3.2,8.6,0.9,12.6,32.7,12.2,1096.0,0.0
431,2019-03-08,0.014,50.0,0.024,45.0,0.016,59.0,0.015,44.0,523295.0,257063.0,436687.0,126294.0,0.0,1.0,6.8,-1.2,13.3,21.7,12.1,1280.0,0.0
432,2019-03-09,0.01,44.0,0.013,41.0,0.01,57.0,0.011,37.0,458628.0,221087.0,295623.0,94824.0,0.0,0.0,7.6,-2.6,14.9,13.7,12.8,2412.0,0.0
433,2019-03-10,0.025,47.0,0.025,49.0,0.027,56.0,0.024,44.0,336092.0,157214.0,199475.0,67159.0,0.0,7.0,8.3,5.4,15.2,14.4,13.1,2577.0,0.0
434,2019-03-11,0.02,69.0,0.019,65.0,0.021,82.0,0.02,59.0,478136.0,238645.0,417382.0,125801.0,0.0,3.8,9.0,1.5,9.8,45.1,10.3,1051.0,0.0
435,2019-03-12,0.028,81.0,0.034,78.0,0.029,97.0,0.024,79.0,475328.0,230983.0,421245.0,126039.0,0.0,0.8,19.1,-4.1,6.8,73.2,8.8,722.0,0.0
436,2019-03-13,0.026,42.0,0.032,37.0,0.03,46.0,0.028,35.0,482538.0,235670.0,427241.0,125715.0,0.0,-0.1,14.8,-4.5,8.5,23.1,8.0,830.0,0.0
437,2019-03-14,0.023,41.0,0.029,38.0,0.026,53.0,0.023,34.0,494359.0,241264.0,429034.0,126145.0,0.0,-1.7,6.8,-4.3,10.0,20.7,9.2,915.0,0.0
438,2019-03-15,0.024,58.0,0.028,51.0,0.028,71.0,0.023,46.0,513853.0,249968.0,432958.0,126480.0,3.5,2.5,13.0,-1.0,10.6,40.2,10.8,722.0,0.0
439,2019-03-16,0.02,40.0,0.024,37.0,0.021,49.0,0.021,33.0,449996.0,216921.0,293485.0,93117.0,0.0,1.3,10.4,-1.9,9.2,41.6,9.6,1781.0,0.0
440,2019-03-17,0.022,35.0,0.034,32.0,0.03,44.0,0.023,30.0,361274.0,170945.0,218889.0,70201.0,0.0,2.7,6.8,0.8,12.3,29.4,11.7,3393.0,0.0
441,2019-03-18,0.01,41.0,0.016,35.0,0.013,47.0,0.013,35.0,481031.0,238387.0,417267.0,124796.0,0.0,1.6,6.5,-0.4,14.4,20.7,13.0,1531.0,0.0
442,2019-03-19,0.012,71.0,0.002,62.0,0.014,83.0,0.014,59.0,485687.0,240334.0,425210.0,127789.0,0.0,3.5,6.1,2.0,16.7,43.8,16.7,1690.0,0.0
443,2019-03-20,0.014,94.0,0.016,93.0,0.017,116.0,0.018,85.0,470347.0,233478.0,421803.0,124246.0,16.5,7.5,7.9,6.1,14.1,57.5,15.1,620.0,0.0
444,2019-03-21,0.031,40.0,0.024,27.0,0.034,45.0,0.025,27.0,484577.0,238512.0,426066.0,125508.0,3.3,2.5,18.4,-1.9,9.9,97.5,13.1,834.0,0.0
445,2019-03-22,0.032,33.0,0.031,32.0,0.036,46.0,0.0,29.0,520977.0,253905.0,435350.0,127588.0,0.0,-0.6,16.2,-5.4,8.0,26.6,7.8,1055.0,0.0
446,2019-03-23,0.026,22.0,0.034,19.0,0.031,30.0,0.0,19.0,431680.0,203799.0,286335.0,89241.0,1.7,0.1,8.3,-2.7,8.2,35.6,8.4,1245.0,0.0
447,2019-03-24,0.028,25.0,0.039,22.0,0.036,32.0,0.044,21.0,343520.0,159382.0,203887.0,67796.0,0.0,-0.8,7.9,-3.6,9.7,31.5,9.5,2868.0,0.0
448,2019-03-25,0.028,51.0,0.036,41.0,0.033,60.0,0.037,39.0,471963.0,235077.0,414480.0,125234.0,0.0,3.3,12.2,0.2,11.5,47.0,12.0,1179.0,0.0
449,2019-03-26,0.025,62.0,0.035,53.0,0.027,79.0,0.032,50.0,484197.0,239612.0,423206.0,126560.0,0.0,7.7,15.1,5.1,17.6,25.5,16.1,1869.0,0.0
450,2019-03-27,0.041,98.0,0.051,81.0,0.05,118.0,0.05,82.0,485948.0,237499.0,424563.0,124716.0,0.0,9.0,14.0,6.8,16.1,46.7,16.4,1173.0,0.0
451,2019-03-28,0.03,85.0,0.038,74.0,0.031,100.0,0.04,73.0,493607.0,242410.0,425830.0,127182.0,0.0,6.2,18.0,2.8,14.6,21.7,13.2,1441.0,0.0
452,2019-03-29,0.034,39.0,0.04,33.0,0.039,50.0,0.042,32.0,527688.0,255151.0,434991.0,127824.0,0.0,5.5,9.7,3.3,15.0,24.6,13.8,2036.0,0.0
453,2019-03-30,0.032,35.0,0.041,29.0,0.038,47.0,0.039,30.0,406227.0,199846.0,278461.0,89521.0,1.8,3.6,23.0,-1.1,7.6,69.3,9.4,858.0,0.0
454,2019-03-31,0.033,41.0,0.04,38.0,0.039,49.0,0.041,36.0,321226.0,153196.0,196175.0,65320.0,0.0,3.2,23.8,-1.7,8.4,24.1,8.0,1369.0,0.0
455,2019-04-01,0.031,22.0,0.039,20.0,0.037,30.0,0.038,19.0,474592.0,233972.0,412797.0,124572.0,0.0,0.3,9.0,-2.7,11.3,19.4,10.2,1399.0,0.0
456,2019-04-02,0.025,33.0,0.035,27.0,0.031,41.0,0.033,26.0,476496.0,237475.0,419747.0,125659.0,0.0,1.8,9.0,-0.9,13.0,19.6,11.7,1721.0,0.0
457,2019-04-03,0.026,39.0,0.035,33.0,0.033,47.0,0.033,33.0,482818.0,239220.0,424105.0,126116.0,0.0,2.1,6.5,0.2,13.5,23.5,12.4,1736.0,0.0
458,2019-04-04,0.03,35.0,0.04,29.0,0.034,41.0,0.034,30.0,490736.0,239087.0,422738.0,125868.0,0.0,3.0,6.8,1.1,15.6,24.5,14.3,1921.0,0.0
459,2019-04-05,0.035,85.0,0.045,66.0,0.041,86.0,0.038,60.0,527821.0,250040.0,428861.0,126553.0,0.0,7.1,18.7,3.9,16.7,28.6,15.6,2403.0,0.0
460,2019-04-06,0.014,57.0,0.018,48.0,0.015,61.0,0.018,46.0,447071.0,202146.0,283442.0,90590.0,0.8,5.9,5.0,5.1,10.6,56.8,11.7,1697.0,0.0
461,2019-04-07,0.029,35.0,0.034,30.0,0.034,41.0,0.034,26.0,406580.0,163003.0,215270.0,72153.0,0.0,5.7,4.3,5.2,20.1,18.0,17.6,6689.0,0.0
462,2019-04-08,0.028,36.0,0.037,30.0,0.031,43.0,0.036,30.0,489259.0,236579.0,414311.0,126055.0,0.0,7.6,16.2,4.8,17.2,13.7,14.7,3121.0,0.0
463,2019-04-09,0.023,22.0,0.029,19.0,0.031,28.0,0.04,19.0,471204.0,228738.0,418898.0,125894.0,17.4,4.7,17.3,1.0,13.7,22.3,12.5,1064.0,0.0
464,2019-04-10,0.026,5.0,0.036,3.0,0.033,11.0,0.03,5.0,472442.0,225752.0,417172.0,124951.0,5.6,4.8,15.8,1.4,10.0,68.3,11.7,967.0,0.0
465,2019-04-11,0.017,28.0,0.027,20.0,0.022,33.0,0.022,19.0,498850.0,245747.0,423806.0,127866.0,0.0,4.4,5.4,3.2,15.7,34.8,15.2,2372.0,0.0
466,2019-04-12,0.022,53.0,0.037,42.0,0.032,57.0,0.027,42.0,537477.0,255091.0,434138.0,128337.0,0.0,5.8,7.9,4.1,18.4,26.8,17.0,3191.0,0.0
467,2019-04-13,0.031,47.0,0.046,40.0,0.043,48.0,0.039,38.0,514901.0,219302.0,303292.0,96876.0,0.0,6.3,4.3,5.8,17.9,14.9,15.4,5648.0,0.0
468,2019-04-14,0.035,40.0,0.054,30.0,0.045,42.0,0.042,31.0,300844.0,140370.0,190342.0,62454.0,1.7,7.8,15.1,5.2,13.0,64.0,14.4,2328.0,0.0
469,2019-04-15,0.023,51.0,0.036,45.0,0.032,55.0,0.024,39.0,480081.0,235431.0,413770.0,125224.0,0.0,4.4,7.9,2.5,17.1,25.1,15.7,2833.0,0.0
470,2019-04-16,0.022,44.0,0.032,40.0,0.03,47.0,0.029,37.0,482179.0,237972.0,419867.0,127376.0,0.0,7.0,6.8,5.8,22.5,12.4,18.9,3175.0,0.0
471,2019-04-17,0.025,41.0,0.036,33.0,0.029,45.0,0.036,33.0,484653.0,239974.0,421770.0,126383.0,0.0,9.2,6.8,8.3,21.4,37.9,20.7,3356.0,0.0
472,2019-04-18,0.019,45.0,0.032,28.0,0.029,49.0,0.026,31.0,475798.0,232421.0,414067.0,125250.0,0.0,0.0,0.0,0.0,16.2,56.4,17.1,1819.0,0.0
473,2019-04-19,0.024,42.0,0.032,34.0,0.03,48.0,0.03,33.0,503252.0,247184.0,424114.0,126395.0,0.0,10.0,11.2,8.4,19.7,33.7,18.8,3424.0,0.0
474,2019-04-20,0.027,50.0,0.038,38.0,0.033,54.0,0.034,37.0,466507.0,213577.0,285479.0,93939.0,1.2,9.8,8.3,8.7,19.0,44.9,19.0,5178.0,0.0
475,2019-04-21,0.031,42.0,0.043,22.0,0.035,44.0,0.033,25.0,324700.0,154648.0,194758.0,67451.0,0.3,0.0,0.0,0.0,20.2,55.2,20.9,5605.0,0.0
476,2019-04-22,0.024,111.0,0.039,78.0,0.03,110.0,0.032,79.0,470384.0,234630.0,408686.0,124647.0,0.0,0.0,0.0,0.0,28.2,22.8,25.3,3670.0,0.0
477,2019-04-23,0.028,107.0,0.039,83.0,0.035,104.0,0.032,83.0,460626.0,231039.0,414143.0,124941.0,0.0,0.0,0.0,0.0,25.3,41.4,24.7,2573.0,0.0
478,2019-04-24,0.024,65.0,0.036,46.0,0.027,64.0,0.028,46.0,475217.0,235775.0,420072.0,126636.0,4.1,0.0,0.0,0.0,25.9,48.0,25.9,2902.0,0.0
479,2019-04-25,0.022,36.0,0.027,32.0,0.029,41.0,0.028,31.0,474653.0,230739.0,420904.0,124576.0,11.3,9.4,10.4,7.8,17.1,71.1,18.9,1074.0,0.0
480,2019-04-26,0.029,5.0,0.03,5.0,0.032,11.0,0.028,4.0,520595.0,244501.0,429114.0,125874.0,4.9,8.1,14.0,5.7,9.4,95.8,12.5,1110.0,0.0
481,2019-04-27,0.025,19.0,0.03,13.0,0.028,19.0,0.027,12.0,508947.0,224071.0,307344.0,97728.0,0.0,4.3,7.9,2.3,17.8,33.5,17.0,6294.0,0.0
482,2019-04-28,0.032,17.0,0.047,13.0,0.042,19.0,0.039,14.0,357599.0,160672.0,206712.0,68323.0,0.0,0.0,0.0,0.0,16.2,43.1,16.2,5006.0,0.0
483,2019-04-29,0.019,27.0,0.026,18.0,0.027,28.0,0.029,17.0,487748.0,238209.0,418899.0,125030.0,0.0,8.4,7.6,7.2,17.3,38.0,16.9,2861.0,0.0
484,2019-04-30,0.024,35.0,0.032,27.0,0.027,39.0,0.03,25.0,514298.0,246608.0,438132.0,129793.0,0.0,9.0,5.4,8.5,22.5,35.0,21.5,3882.0,0.0
485,2019-05-01,0.031,69.0,0.044,50.0,0.039,67.0,0.032,49.0,446884.0,208030.0,301443.0,93122.0,0.0,0.0,0.0,0.0,22.0,45.9,21.9,6760.0,0.0
486,2019-05-02,0.026,58.0,0.039,47.0,0.033,59.0,0.033,46.0,516124.0,242964.0,430549.0,127367.0,0.0,0.0,0.0,0.0,25.0,20.9,22.2,3957.0,0.0
487,2019-05-03,0.033,62.0,0.043,52.0,0.04,63.0,0.037,50.0,564924.0,256737.0,441948.0,128653.0,0.0,0.0,0.0,0.0,26.1,22.6,23.4,4612.0,0.0
488,2019-05-04,0.035,96.0,0.055,77.0,0.052,98.0,0.046,76.0,537465.0,221591.0,292743.0,93456.0,0.0,0.0,0.0,0.0,27.3,27.0,25.0,7015.0,0.0
