,일시,광진구오존,광진구미세먼지,동대문구오존,동대문구미세먼지,성동구오존,성동구미세먼지,중랑구오존,중랑구미세먼지,광진구유동인구,동대문구유동인구,성동구유동인구,중랑구유동인구,강수량,겨울기온,풍속,겨울체감,여름기온,습도,여름체감,가입 수,확진자
0,2018-01-01,0.012,42.0,0.013,46.0,0.009,48.0,0.01,48.0,260642.0,115293.0,139984.0,48026.0,0.0,-4.6,5.8,-7.2,0.0,0.0,0.0,302.0,0.0
1,2018-01-02,0.011,43.0,0.012,43.0,0.009,42.0,0.009,45.0,438460.0,220156.0,357570.0,108960.0,0.0,-4.1,15.1,-9.5,0.0,0.0,0.0,246.0,0.0
2,2018-01-03,0.017,34.0,0.017,37.0,0.014,37.0,0.015,39.0,444544.0,220454.0,369841.0,109928.0,0.0,-6.4,16.9,-12.7,0.0,0.0,0.0,205.0,0.0
3,2018-01-04,0.014,44.0,0.01,48.0,0.008,46.0,0.011,52.0,446740.0,221875.0,370107.0,110707.0,0.0,-7.7,14.4,-13.8,0.0,0.0,0.0,169.0,0.0
4,2018-01-05,0.008,64.0,0.009,65.0,0.006,59.0,0.006,67.0,478999.0,239216.0,384134.0,113957.0,0.0,-5.5,7.9,-9.2,0.0,0.0,0.0,183.0,0.0
5,2018-01-06,0.009,54.0,0.016,50.0,0.011,46.0,0.009,53.0,403019.0,201312.0,251037.0,83697.0,0.0,-6.0,7.2,-9.5,0.0,0.0,0.0,192.0,0.0
6,2018-01-07,0.005,56.0,0.005,58.0,0.004,56.0,0.005,55.0,291662.0,144430.0,174433.0,60158.0,0.0,-5.6,7.6,-9.2,0.0,0.0,0.0,253.0,0.0
7,2018-01-08,0.008,63.0,0.007,59.0,0.006,57.0,0.006,56.0,440725.0,227888.0,364747.0,112830.0,0.9,-0.9,24.5,-7.0,0.0,0.0,0.0,186.0,0.0
8,2018-01-09,0.023,40.0,0.021,45.0,0.017,43.0,0.02,45.0,442029.0,218673.0,371615.0,111863.0,0.5,-6.0,19.4,-12.7,0.0,0.0,0.0,147.0,0.0
9,2018-01-10,0.022,32.0,0.023,37.0,0.017,36.0,0.02,41.0,452766.0,214744.0,373292.0,112090.0,0.3,-10.2,18.4,-17.8,0.0,0.0,0.0,93.0,0.0
10,2018-01-11,0.02,33.0,0.02,37.0,0.015,34.0,0.018,37.0,426164.0,202008.0,359781.0,106477.0,0.0,-13.0,14.8,-20.4,0.0,0.0,0.0,76.0,0.0
11,2018-01-12,0.016,24.0,0.019,26.0,0.013,25.0,0.012,29.0,446283.0,207743.0,360026.0,105997.0,0.0,-15.0,13.3,-22.4,0.0,0.0,0.0,79.0,0.0
12,2018-01-13,0.004,55.0,0.003,61.0,0.003,52.0,0.003,54.0,400798.0,198583.0,252838.0,83979.0,0.4,-6.4,8.6,-10.5,0.0,0.0,0.0,89.0,0.0
13,2018-01-14,0.011,74.0,0.007,76.0,0.007,66.0,0.011,72.0,306175.0,150114.0,187500.0,61928.0,0.0,-3.9,10.1,-8.0,0.0,0.0,0.0,235.0,0.0
14,2018-01-15,0.01,73.0,0.009,79.0,0.006,72.0,0.009,73.0,444831.0,230283.0,367022.0,111897.0,0.2,1.8,5.4,0.3,0.0,0.0,0.0,195.0,0.0
15,2018-01-16,0.007,109.0,0.004,124.0,0.003,109.0,0.005,116.0,442738.0,224630.0,369323.0,111880.0,0.0,1.1,6.5,-0.9,0.0,0.0,0.0,202.0,0.0
16,2018-01-17,0.006,119.0,0.008,125.0,0.004,114.0,0.007,116.0,458262.0,230402.0,379743.0,114196.0,0.0,3.2,11.2,0.2,0.0,0.0,0.0,205.0,0.0
17,2018-01-18,0.016,86.0,0.015,96.0,0.01,89.0,0.013,97.0,455158.0,229618.0,374728.0,112812.0,0.0,0.7,14.8,-3.5,0.0,0.0,0.0,179.0,0.0
18,2018-01-19,0.017,61.0,0.016,65.0,0.011,64.0,0.016,66.0,485332.0,246732.0,385371.0,115457.0,0.0,-2.4,9.0,-5.9,0.0,0.0,0.0,201.0,0.0
19,2018-01-20,0.014,101.0,0.012,110.0,0.01,105.0,0.012,109.0,413869.0,211196.0,262073.0,86764.0,0.0,-0.2,8.3,-3.1,0.0,0.0,0.0,253.0,0.0
20,2018-01-21,0.015,64.0,0.013,65.0,0.009,63.0,0.017,66.0,306988.0,154237.0,179155.0,62735.0,0.0,-3.1,6.5,-5.8,0.0,0.0,0.0,266.0,0.0
21,2018-01-22,0.008,48.0,0.007,53.0,0.005,53.0,0.008,54.0,441439.0,231286.0,365079.0,112464.0,3.3,-5.2,18.7,-11.6,0.0,0.0,0.0,146.0,0.0
22,2018-01-23,0.029,25.0,0.03,28.0,0.021,24.0,0.025,29.0,421891.0,203079.0,359431.0,107917.0,0.0,-14.6,20.5,-23.8,0.0,0.0,0.0,69.0,0.0
23,2018-01-24,0.027,29.0,0.026,29.0,0.023,32.0,0.023,33.0,410222.0,191779.0,345689.0,103549.0,0.0,-16.2,19.8,-25.6,0.0,0.0,0.0,64.0,0.0
24,2018-01-25,0.026,24.0,0.023,21.0,0.021,26.0,0.021,22.0,414092.0,197931.0,350585.0,104742.0,0.0,-16.4,20.5,-26.1,0.0,0.0,0.0,56.0,0.0
25,2018-01-26,0.024,33.0,0.021,30.0,0.02,33.0,0.018,30.0,436397.0,202714.0,352031.0,105872.0,0.0,-17.8,21.6,-28.1,0.0,0.0,0.0,42.0,0.0
26,2018-01-27,0.01,47.0,0.008,45.0,0.007,49.0,0.01,45.0,374117.0,179262.0,242891.0,79524.0,0.0,-15.5,8.3,-21.1,0.0,0.0,0.0,99.0,0.0
27,2018-01-28,0.021,34.0,0.02,27.0,0.02,32.0,0.017,30.0,287381.0,142873.0,171056.0,59466.0,0.0,-8.8,14.0,-15.0,0.0,0.0,0.0,120.0,0.0
28,2018-01-29,0.025,46.0,0.02,43.0,0.02,51.0,0.022,41.0,425196.0,211680.0,351788.0,109160.0,0.0,-10.5,16.2,-17.7,0.0,0.0,0.0,86.0,0.0
29,2018-01-30,0.01,44.0,0.007,39.0,0.007,44.0,0.008,39.0,455217.0,235483.0,382202.0,116610.0,2.9,-11.3,7.6,-15.8,0.0,0.0,0.0,79.0,0.0
30,2018-01-31,0.008,43.0,0.01,36.0,0.007,44.0,0.008,35.0,451346.0,233224.0,378160.0,114979.0,0.0,-5.2,6.1,-8.1,0.0,0.0,0.0,103.0,0.0
31,2018-02-01,0.011,41.0,0.01,36.0,0.008,43.0,0.009,34.0,446626.0,238154.0,373467.0,113853.0,0.0,-7.7,10.4,-12.6,0.0,0.0,0.0,104.0,0.0
32,2018-02-02,0.007,56.0,0.007,53.0,0.004,59.0,0.008,51.0,477728.0,252351.0,384256.0,116297.0,0.0,-7.5,8.6,-11.8,0.0,0.0,0.0,143.0,0.0
33,2018-02-03,0.025,40.0,0.019,34.0,0.019,40.0,0.021,34.0,403846.0,201824.0,256611.0,84520.0,0.5,-9.5,24.1,-18.0,0.0,0.0,0.0,118.0,0.0
34,2018-02-04,0.029,32.0,0.021,30.0,0.023,34.0,0.024,29.0,286649.0,138233.0,169716.0,59843.0,0.0,-12.2,22.3,-21.1,0.0,0.0,0.0,105.0,0.0
35,2018-02-05,0.027,28.0,0.02,23.0,0.018,32.0,0.021,23.0,426833.0,214551.0,362033.0,111214.0,0.0,-11.6,16.2,-19.0,0.0,0.0,0.0,89.0,0.0
36,2018-02-06,0.026,32.0,0.019,28.0,0.021,34.0,0.022,28.0,428494.0,214117.0,364084.0,110365.0,0.0,-12.8,18.7,-21.1,0.0,0.0,0.0,67.0,0.0
37,2018-02-07,0.011,43.0,0.01,39.0,0.01,43.0,0.01,39.0,444046.0,227866.0,374637.0,113071.0,0.0,-12.4,9.7,-18.0,0.0,0.0,0.0,92.0,0.0
38,2018-02-08,0.006,54.0,0.005,50.0,0.004,56.0,0.006,49.0,451767.0,247043.0,379102.0,116086.0,0.0,-9.6,6.1,-13.1,0.0,0.0,0.0,150.0,0.0
39,2018-02-09,0.004,67.0,0.005,69.0,0.004,69.0,0.005,63.0,479895.0,254507.0,385417.0,116335.0,0.0,-5.2,5.0,-7.5,0.0,0.0,0.0,147.0,0.0
40,2018-02-10,0.032,77.0,0.017,72.0,0.015,82.0,0.017,65.0,396679.0,217643.0,259497.0,83707.0,0.0,-5.6,20.9,-12.5,0.0,0.0,0.0,169.0,0.0
41,2018-02-11,0.029,52.0,0.02,50.0,0.024,59.0,0.025,48.0,291650.0,151014.0,178130.0,59472.0,0.0,-9.2,12.2,-15.0,0.0,0.0,0.0,111.0,0.0
42,2018-02-12,0.025,50.0,0.018,46.0,0.019,56.0,0.022,45.0,447283.0,235550.0,369059.0,112381.0,0.0,-8.6,20.2,-16.1,0.0,0.0,0.0,109.0,0.0
43,2018-02-13,0.018,49.0,0.012,47.0,0.014,55.0,0.015,47.0,457402.0,244418.0,375362.0,114289.0,0.0,-6.3,11.2,-11.2,0.0,0.0,0.0,165.0,0.0
44,2018-02-14,0.02,64.0,0.014,58.0,0.018,72.0,0.023,61.0,473814.0,239627.0,358317.0,110766.0,0.0,-0.7,23.0,-6.6,0.0,0.0,0.0,237.0,0.0
45,2018-02-15,0.026,38.0,0.02,35.0,0.022,42.0,0.024,33.0,220349.0,115987.0,123288.0,46452.0,0.0,-3.7,11.5,-8.2,0.0,0.0,0.0,213.0,0.0
46,2018-02-16,0.019,44.0,0.016,41.0,0.016,49.0,0.02,41.0,184308.0,86622.0,104035.0,45918.0,0.0,-2.4,23.0,-8.7,0.0,0.0,0.0,254.0,0.0
47,2018-02-17,0.028,48.0,0.02,46.0,0.023,58.0,0.025,44.0,260093.0,116654.0,140621.0,52389.0,0.0,-7.0,15.8,-13.2,0.0,0.0,0.0,281.0,0.0
48,2018-02-18,0.018,35.0,0.014,32.0,0.015,39.0,0.018,33.0,287644.0,131911.0,162091.0,58165.0,0.0,-4.5,11.2,-9.0,0.0,0.0,0.0,366.0,0.0
49,2018-02-19,0.009,60.0,0.007,57.0,0.006,68.0,0.005,59.0,453272.0,218615.0,352928.0,110882.0,0.0,-1.5,7.9,-4.5,0.0,0.0,0.0,381.0,0.0
50,2018-02-20,0.02,63.0,0.015,56.0,0.015,66.0,0.03,56.0,468459.0,229212.0,377501.0,116170.0,0.0,-1.3,19.4,-6.8,0.0,0.0,0.0,340.0,0.0
51,2018-02-21,0.026,34.0,0.018,33.0,0.021,41.0,0.024,32.0,477736.0,231860.0,385273.0,116121.0,0.0,-4.1,15.5,-9.6,0.0,0.0,0.0,280.0,0.0
52,2018-02-22,0.02,44.0,0.013,42.0,0.017,49.0,0.02,41.0,491422.0,234132.0,393388.0,118586.0,0.4,-2.9,9.7,-6.7,0.0,0.0,0.0,239.0,0.0
53,2018-02-23,0.02,86.0,0.012,87.0,0.016,95.0,0.017,83.0,512015.0,241849.0,397758.0,118387.0,3.7,0.7,11.2,-2.8,0.0,0.0,0.0,226.0,0.0
54,2018-02-24,0.022,80.0,0.016,73.0,0.017,85.0,0.021,72.0,448643.0,213053.0,284402.0,91245.0,0.0,0.4,16.9,-4.3,0.0,0.0,0.0,393.0,0.0
55,2018-02-25,0.016,43.0,0.014,39.0,0.013,46.0,0.019,38.0,335656.0,154653.0,192457.0,66587.0,0.0,-0.1,12.2,-4.0,0.0,0.0,0.0,563.0,0.0
56,2018-02-26,0.01,64.0,0.007,61.0,0.007,66.0,0.009,60.0,477341.0,234011.0,380866.0,115289.0,0.0,-3.0,5.4,-5.2,0.0,0.0,0.0,538.0,0.0
57,2018-02-27,0.005,100.0,0.003,98.0,0.002,101.0,0.003,96.0,474480.0,227697.0,380329.0,116253.0,0.0,0.6,4.3,-0.6,0.0,0.0,0.0,369.0,0.0
58,2018-02-28,0.02,64.0,0.006,74.0,0.011,73.0,0.012,63.0,482936.0,224781.0,389795.0,114926.0,25.0,1.9,14.0,-1.9,0.0,0.0,0.0,213.0,0.0
59,2018-03-01,0.034,40.0,0.023,38.0,0.028,44.0,0.031,35.0,333767.0,165998.0,219299.0,70263.0,0.5,-4.0,24.5,-11.0,0.0,0.0,0.0,420.0,0.0
60,2018-03-02,0.019,63.0,0.014,63.0,0.015,74.0,0.016,60.0,481545.0,229680.0,386612.0,119770.0,0.0,-6.0,11.9,-11.0,0.0,0.0,0.0,422.0,0.0
61,2018-03-03,0.014,57.0,0.01,54.0,0.01,65.0,0.013,53.0,435222.0,204309.0,272612.0,88129.0,0.0,0.0,8.3,-2.8,0.0,0.0,0.0,1649.0,0.0
62,2018-03-04,0.013,35.0,0.007,30.0,0.007,30.0,0.01,25.0,304254.0,140823.0,183968.0,61526.0,11.5,7.7,13.0,5.4,0.0,0.0,0.0,818.0,0.0
63,2018-03-05,0.031,8.0,0.02,7.0,0.028,11.0,0.031,7.0,478939.0,230603.0,407832.0,122721.0,3.5,1.8,10.8,-1.4,0.0,0.0,0.0,706.0,0.0
64,2018-03-06,0.017,30.0,0.014,26.0,0.015,33.0,0.018,25.0,488974.0,240973.0,415136.0,124984.0,0.0,-0.7,6.8,-3.1,0.0,0.0,0.0,749.0,0.0
65,2018-03-07,0.026,25.0,0.015,24.0,0.02,31.0,0.026,23.0,489903.0,239251.0,415240.0,123992.0,0.5,2.3,13.3,-1.3,0.0,0.0,0.0,576.0,0.0
66,2018-03-08,0.025,30.0,0.013,32.0,0.021,38.0,0.022,28.0,484617.0,231431.0,410011.0,120378.0,4.0,3.0,15.8,-0.8,0.0,0.0,0.0,493.0,0.0
67,2018-03-09,0.019,45.0,0.011,42.0,0.011,57.0,0.014,44.0,521361.0,249995.0,421544.0,122129.0,0.0,2.9,14.0,-0.7,0.0,0.0,0.0,598.0,0.0
68,2018-03-10,0.02,50.0,0.017,46.0,0.016,49.0,0.017,44.0,456758.0,216135.0,289805.0,91602.0,0.0,1.4,9.0,-1.4,0.0,0.0,0.0,1026.0,0.0
69,2018-03-11,0.03,57.0,0.024,56.0,0.024,58.0,0.027,54.0,352352.0,161652.0,197729.0,68839.0,0.0,2.9,10.1,0.1,0.0,0.0,0.0,1617.0,0.0
70,2018-03-12,0.018,95.0,0.014,91.0,0.014,105.0,0.017,87.0,485539.0,235764.0,406578.0,123966.0,0.0,2.3,5.8,0.7,0.0,0.0,0.0,812.0,0.0
71,2018-03-13,0.019,77.0,0.017,66.0,0.018,79.0,0.019,64.0,493011.0,237875.0,416619.0,124886.0,0.0,5.2,6.5,3.8,0.0,0.0,0.0,1146.0,0.0
72,2018-03-14,0.022,24.0,0.021,19.0,0.018,28.0,0.024,19.0,513249.0,240230.0,424620.0,125259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.0,0.0
73,2018-03-15,0.012,23.0,0.013,15.0,0.008,25.0,0.012,16.0,474956.0,220971.0,406531.0,121030.0,27.0,9.3,18.0,6.7,0.0,0.0,0.0,538.0,0.0
74,2018-03-16,0.034,13.0,0.03,10.0,0.029,17.0,0.032,10.0,534348.0,252508.0,426988.0,126330.0,0.0,3.6,14.4,0.1,0.0,0.0,0.0,1146.0,0.0
75,2018-03-17,0.022,31.0,0.021,28.0,0.016,34.0,0.023,26.0,484787.0,219597.0,297262.0,93776.0,0.0,0.6,5.8,-1.3,0.0,0.0,0.0,2085.0,0.0
76,2018-03-18,0.013,62.0,0.014,57.0,0.01,56.0,0.0,56.0,370205.0,164942.0,206492.0,69095.0,0.5,6.0,12.2,3.4,0.0,0.0,0.0,1233.0,0.0
77,2018-03-19,0.031,29.0,0.019,30.0,0.024,23.0,0.038,28.0,474213.0,226242.0,403966.0,121633.0,1.0,6.5,17.6,3.2,0.0,0.0,0.0,533.0,0.0
78,2018-03-20,0.039,19.0,0.029,15.0,0.033,26.0,0.038,16.0,486905.0,237517.0,417076.0,125097.0,0.0,1.8,18.0,-2.7,0.0,0.0,0.0,563.0,0.0
79,2018-03-21,0.04,14.0,0.01,11.0,0.027,17.0,0.019,11.0,472428.0,227008.0,410610.0,121546.0,1.0,1.3,16.2,-3.0,0.0,0.0,0.0,546.0,0.0
80,2018-03-22,0.0,0.0,0.02,39.0,0.02,44.0,0.02,39.0,492512.0,243328.0,419625.0,124734.0,0.0,0.7,11.9,-2.9,0.0,0.0,0.0,803.0,0.0
81,2018-03-23,0.0,0.0,0.024,66.0,0.025,65.0,0.026,66.0,531327.0,256019.0,426583.0,126250.0,0.0,1.8,8.6,-0.8,0.0,0.0,0.0,889.0,0.0
82,2018-03-24,0.0,0.0,0.024,113.0,0.025,115.0,0.026,116.0,467140.0,220916.0,294930.0,93305.0,0.0,4.8,9.7,2.5,0.0,0.0,0.0,1144.0,0.0
83,2018-03-25,0.0,0.0,0.025,123.0,0.033,119.0,0.031,118.0,348923.0,161137.0,197068.0,67855.0,0.0,4.6,6.5,3.1,0.0,0.0,0.0,1340.0,0.0
84,2018-03-26,0.0,0.0,0.018,109.0,0.02,108.0,0.02,102.0,478635.0,236101.0,407159.0,123448.0,0.0,5.5,11.2,3.0,0.0,0.0,0.0,758.0,0.0
85,2018-03-27,0.064,96.0,0.021,89.0,0.02,99.0,0.025,86.0,486933.0,238364.0,418385.0,125069.0,0.0,7.7,7.6,6.4,0.0,0.0,0.0,736.0,0.0
86,2018-03-28,0.0,62.0,0.023,51.0,0.022,60.0,0.031,51.0,499406.0,242902.0,424789.0,124819.0,0.0,9.4,10.1,7.9,0.0,0.0,0.0,971.0,0.0
87,2018-03-29,0.0,61.0,0.022,53.0,0.019,68.0,0.025,52.0,496385.0,242843.0,417156.0,123995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0
88,2018-03-30,0.0,64.0,0.021,57.0,0.021,69.0,0.026,58.0,536917.0,256183.0,429963.0,126569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,0.0
89,2018-03-31,0.0,60.0,0.026,52.0,0.024,63.0,0.026,53.0,472083.0,215822.0,287326.0,91789.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556.0,0.0
90,2018-04-01,0.0,70.0,0.021,61.0,0.02,78.0,0.024,62.0,336584.0,153928.0,194369.0,65571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.0,0.0
91,2018-04-02,0.0,70.0,0.024,64.0,0.018,82.0,0.028,61.0,486972.0,237462.0,407564.0,123826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0
92,2018-04-03,0.0,70.0,0.018,61.0,0.014,81.0,0.02,60.0,494025.0,238891.0,416274.0,124536.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1579.0,0.0
93,2018-04-04,0.0,14.0,0.025,8.0,0.023,15.0,0.026,9.0,496263.0,235740.0,418680.0,123424.0,18.5,10.0,16.6,7.7,0.0,0.0,0.0,1996.0,0.0
94,2018-04-05,0.0,7.0,0.016,3.0,0.018,9.0,0.022,3.0,475754.0,222970.0,409538.0,120900.0,10.5,6.7,16.9,3.6,0.0,0.0,0.0,464.0,0.0
95,2018-04-06,0.036,115.0,0.021,109.0,0.023,142.0,0.025,110.0,530484.0,249240.0,425087.0,124948.0,6.5,3.2,23.4,-1.6,0.0,0.0,0.0,611.0,0.0
96,2018-04-07,0.037,51.0,0.028,43.0,0.031,56.0,0.033,42.0,486486.0,209455.0,294938.0,90489.0,0.2,1.6,26.3,-4.0,0.0,0.0,0.0,949.0,0.0
97,2018-04-08,0.034,26.0,0.021,22.0,0.026,30.0,0.028,21.0,344006.0,152787.0,195572.0,65323.0,3.0,2.1,15.5,-1.9,0.0,0.0,0.0,747.0,0.0
98,2018-04-09,0.017,37.0,0.011,37.0,0.011,37.0,0.016,38.0,487487.0,236074.0,406506.0,123830.0,0.0,0.6,6.8,-1.6,0.0,0.0,0.0,1411.0,0.0
99,2018-04-10,0.029,44.0,0.018,40.0,0.022,50.0,0.026,38.0,495447.0,240988.0,419937.0,126482.0,5.0,6.9,6.5,5.8,0.0,0.0,0.0,1149.0,0.0
100,2018-04-11,0.032,65.0,0.025,53.0,0.025,70.0,0.031,54.0,495367.0,240281.0,420727.0,125443.0,0.0,8.8,12.6,6.8,0.0,0.0,0.0,1158.0,0.0
101,2018-04-12,0.027,44.0,0.024,39.0,0.023,53.0,0.026,37.0,505713.0,243642.0,417771.0,126069.0,0.0,6.9,9.0,5.1,0.0,0.0,0.0,1613.0,0.0
102,2018-04-13,0.023,37.0,0.022,30.0,0.02,41.0,0.027,28.0,533614.0,252365.0,420025.0,126521.0,0.0,8.6,7.2,7.5,0.0,0.0,0.0,1524.0,0.0
103,2018-04-14,0.033,21.0,0.022,16.0,0.027,25.0,0.03,16.0,433185.0,186892.0,267039.0,85678.0,9.0,8.0,15.5,5.4,0.0,0.0,0.0,656.0,0.0
104,2018-04-15,0.033,77.0,0.022,65.0,0.025,86.0,0.029,66.0,352770.0,165039.0,209707.0,70873.0,0.0,6.2,11.5,3.8,0.0,0.0,0.0,1516.0,0.0
105,2018-04-16,0.026,40.0,0.02,33.0,0.02,46.0,0.027,31.0,480451.0,239056.0,406560.0,124603.0,0.0,4.9,5.8,3.7,0.0,0.0,0.0,1573.0,0.0
106,2018-04-17,0.029,62.0,0.021,53.0,0.02,68.0,0.03,54.0,486010.0,242913.0,414861.0,125725.0,0.0,6.8,6.5,5.6,0.0,0.0,0.0,1494.0,0.0
107,2018-04-18,0.029,79.0,0.028,64.0,0.022,80.0,0.029,69.0,487068.0,241279.0,413243.0,126005.0,0.0,6.7,7.6,5.2,0.0,0.0,0.0,1616.0,0.0
108,2018-04-19,0.037,87.0,0.026,76.0,0.028,89.0,0.032,79.0,484212.0,240509.0,410797.0,124453.0,0.0,8.0,7.2,6.8,0.0,0.0,0.0,1492.0,0.0
109,2018-04-20,0.039,108.0,0.026,96.0,0.026,113.0,0.038,93.0,513201.0,249094.0,412253.0,126132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1546.0,0.0
110,2018-04-21,0.025,82.0,0.024,67.0,0.018,92.0,0.027,64.0,463402.0,217784.0,285535.0,93880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3244.0,0.0
111,2018-04-22,0.029,40.0,0.018,33.0,0.025,43.0,0.03,31.0,310383.0,144481.0,181070.0,63487.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,951.0,0.0
112,2018-04-23,0.041,8.0,0.024,6.0,0.036,9.0,0.04,5.0,435052.0,204244.0,383436.0,116363.0,59.0,8.5,13.7,6.2,0.0,0.0,0.0,304.0,0.0
113,2018-04-24,0.037,8.0,0.022,6.0,0.031,5.0,0.036,6.0,468473.0,234811.0,407418.0,124135.0,3.0,9.5,9.0,8.2,0.0,0.0,0.0,959.0,0.0
114,2018-04-25,0.024,37.0,0.021,31.0,0.0,0.0,0.03,29.0,493013.0,248602.0,421316.0,126005.0,0.0,5.7,4.0,5.3,0.0,0.0,0.0,1819.0,0.0
115,2018-04-26,0.026,49.0,0.023,39.0,0.041,48.0,0.025,35.0,506165.0,245645.0,418325.0,125959.0,0.0,10.0,5.4,9.6,0.0,0.0,0.0,1848.0,0.0
116,2018-04-27,0.036,58.0,0.026,50.0,0.028,60.0,0.033,48.0,550179.0,250394.0,427917.0,126147.0,0.0,9.9,9.0,8.7,0.0,0.0,0.0,2156.0,0.0
117,2018-04-28,0.033,66.0,0.027,57.0,0.031,64.0,0.03,58.0,509274.0,219866.0,302228.0,94671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.0,0.0
118,2018-04-29,0.044,57.0,0.034,49.0,0.052,67.0,0.042,49.0,372238.0,163483.0,204259.0,69296.0,0.0,9.4,5.8,8.8,0.0,0.0,0.0,3909.0,0.0
119,2018-04-30,0.037,88.0,0.031,74.0,0.034,86.0,0.043,74.0,501111.0,240578.0,406462.0,124640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2058.0,0.0
120,2018-05-01,0.036,67.0,0.03,54.0,0.027,62.0,0.035,54.0,441127.0,202171.0,304524.0,93855.0,0.0,0.0,0.0,0.0,23.2,63.4,24.5,2765.0,0.0
121,2018-05-02,0.025,45.0,0.019,40.0,0.018,44.0,0.021,38.0,476264.0,225026.0,411496.0,122014.0,12.0,8.8,16.6,6.2,19.7,76.0,21.8,651.0,0.0
122,2018-05-03,0.034,28.0,0.032,23.0,0.026,33.0,0.033,21.0,504062.0,242329.0,417190.0,124902.0,1.0,7.0,9.4,5.2,14.1,60.6,15.3,1095.0,0.0
123,2018-05-04,0.04,42.0,0.036,38.0,0.036,49.0,0.037,36.0,587508.0,264725.0,437262.0,129378.0,0.0,9.0,9.4,7.5,19.8,29.9,18.5,1685.0,0.0
124,2018-05-05,0.047,41.0,0.039,33.0,0.044,48.0,0.051,33.0,492017.0,198359.0,246697.0,83813.0,0.0,0.0,0.0,0.0,24.5,30.2,22.9,3764.0,0.0
125,2018-05-06,0.035,14.0,0.028,11.0,0.034,17.0,0.037,10.0,309503.0,135546.0,178419.0,59984.0,22.0,0.0,0.0,0.0,20.4,64.5,21.8,2288.0,0.0
126,2018-05-07,0.023,36.0,0.019,31.0,0.017,46.0,0.024,28.0,411959.0,180301.0,234117.0,76846.0,0.0,0.0,0.0,0.0,25.3,37.2,24.3,4565.0,0.0
127,2018-05-08,0.039,17.0,0.031,12.0,0.037,24.0,0.039,11.0,492861.0,239679.0,416779.0,127398.0,0.0,0.0,0.0,0.0,22.9,38.6,22.2,1891.0,0.0
128,2018-05-09,0.034,23.0,0.028,17.0,0.031,27.0,0.034,15.0,505088.0,243410.0,422204.0,127493.0,0.0,9.2,6.1,8.5,21.3,37.2,20.6,2240.0,0.0
129,2018-05-10,0.029,47.0,0.025,35.0,0.027,46.0,0.032,34.0,512806.0,244580.0,424569.0,126423.0,0.0,0.0,0.0,0.0,21.2,47.8,21.3,1917.0,0.0
130,2018-05-11,0.037,63.0,0.031,52.0,0.034,60.0,0.039,52.0,551715.0,255353.0,430465.0,128221.0,0.0,0.0,0.0,0.0,21.2,47.9,21.3,1830.0,0.0
131,2018-05-12,0.011,30.0,0.013,29.0,0.01,30.0,0.016,23.0,423010.0,200897.0,279679.0,86055.0,32.0,0.0,0.0,0.0,15.8,97.4,19.2,536.0,0.0
132,2018-05-13,0.024,23.0,0.022,18.0,0.02,24.0,0.023,18.0,370560.0,166642.0,208390.0,70134.0,0.5,0.0,0.0,0.0,20.0,63.5,21.3,3407.0,0.0
133,2018-05-14,0.026,75.0,0.022,63.0,0.023,65.0,0.03,63.0,490136.0,241017.0,413104.0,125386.0,0.0,0.0,0.0,0.0,24.1,59.0,25.0,0.0,0.0
134,2018-05-15,0.028,80.0,0.024,71.0,0.02,71.0,0.035,69.0,531909.0,244306.0,421702.0,127666.0,0.0,0.0,0.0,0.0,29.0,42.2,28.3,1659.0,0.0
135,2018-05-16,0.004,33.0,0.007,34.0,0.005,33.0,0.007,33.0,466271.0,213333.0,403725.0,118775.0,45.0,0.0,0.0,0.0,22.9,93.3,26.3,634.0,0.0
136,2018-05-17,0.007,12.0,0.008,11.0,0.005,16.0,0.007,10.0,472140.0,222057.0,408681.0,118439.0,83.0,0.0,0.0,0.0,23.0,94.8,26.5,312.0,0.0
137,2018-05-18,0.014,7.0,0.012,9.0,0.011,10.0,0.012,6.0,535518.0,249145.0,427946.0,129314.0,6.5,0.0,0.0,0.0,19.3,97.3,22.8,866.0,0.0
138,2018-05-19,0.03,10.0,0.03,7.0,0.03,13.0,0.033,6.0,523779.0,227626.0,310121.0,109093.0,0.0,0.0,0.0,0.0,24.3,38.5,23.5,4342.0,0.0
139,2018-05-20,0.031,10.0,0.034,7.0,0.033,13.0,0.034,6.0,385622.0,167357.0,214834.0,80919.0,0.0,0.0,0.0,0.0,22.5,23.3,20.3,3902.0,0.0
140,2018-05-21,0.031,17.0,0.033,15.0,0.027,23.0,0.036,11.0,517829.0,239208.0,394793.0,121666.0,0.0,0.0,0.0,0.0,23.5,40.0,22.9,2984.0,0.0
